-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.015
-183.800, 80.200, 0.000,  0.032
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.066
-183.800, 80.200, 0.000,  0.083
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, -0.012,  0.117
-183.800, 80.200, 0.038,  0.134
-183.800, 80.199, 0.026,  0.151
-183.800, 80.198, 0.036,  0.168
-183.800, 80.198, 0.023,  0.185
-183.800, 80.197, 0.036,  0.202
-183.800, 80.197, 0.025,  0.219
-183.799, 80.196, 0.067,  0.236
-183.799, 80.194, 0.118,  0.253
-183.798, 80.190, 0.172,  0.270
-183.796, 80.186, 0.249,  0.287
-183.793, 80.180, 0.299,  0.304
-183.791, 80.174, 0.367,  0.321
-183.787, 80.166, 0.452,  0.338
-183.782, 80.157, 0.519,  0.355
-183.777, 80.147, 0.568,  0.372
-183.770, 80.137, 0.617,  0.389
-183.764, 80.125, 0.684,  0.406
-183.757, 80.113, 0.717,  0.423
-183.750, 80.099, 0.836,  0.440
-183.742, 80.083, 0.954,  0.457
-183.733, 80.065, 1.057,  0.474
-183.725, 80.046, 1.137,  0.491
-183.717, 80.026, 1.215,  0.508
-183.709, 80.005, 1.279,  0.525
-183.700, 79.983, 1.331,  0.542
-183.692, 79.960, 1.375,  0.559
-183.684, 79.938, 1.410,  0.576
-183.675, 79.914, 1.437,  0.593
-183.667, 79.891, 1.458,  0.610
-183.659, 79.867, 1.472,  0.627
-183.651, 79.843, 1.486,  0.644
-183.642, 79.819, 1.486,  0.661
-183.634, 79.796, 1.469,  0.678
-183.626, 79.773, 1.464,  0.695
-183.618, 79.750, 1.444,  0.712
-183.609, 79.727, 1.444,  0.729
-183.601, 79.705, 1.430,  0.746
-183.593, 79.682, 1.440,  0.763
-183.585, 79.659, 1.436,  0.780
-183.576, 79.636, 1.455,  0.797
-183.568, 79.613, 1.459,  0.814
-183.559, 79.590, 1.481,  0.831
-183.550, 79.566, 1.491,  0.848
-183.542, 79.543, 1.505,  0.865
-183.533, 79.519, 1.514,  0.882
-183.524, 79.495, 1.518,  0.899
-183.515, 79.471, 1.522,  0.916
-183.506, 79.446, 1.525,  0.933
-183.497, 79.422, 1.529,  0.950
-183.488, 79.398, 1.533,  0.967
-183.479, 79.374, 1.538,  0.984
-183.470, 79.350, 1.541,  1.001
-183.461, 79.325, 1.546,  1.018
-183.452, 79.301, 1.549,  1.035
-183.442, 79.276, 1.553,  1.052
-183.433, 79.252, 1.555,  1.069
-183.424, 79.227, 1.559,  1.086
-183.415, 79.203, 1.561,  1.103
-183.405, 79.178, 1.564,  1.120
-183.396, 79.154, 1.567,  1.137
-183.387, 79.129, 1.570,  1.154
-183.377, 79.104, 1.572,  1.171
-183.368, 79.080, 1.576,  1.188
-183.358, 79.055, 1.578,  1.205
-183.349, 79.030, 1.581,  1.222
-183.339, 79.005, 1.583,  1.239
-183.330, 78.981, 1.586,  1.256
-183.320, 78.956, 1.588,  1.273
-183.311, 78.931, 1.591,  1.290
-183.301, 78.906, 1.593,  1.307
-183.291, 78.881, 1.596,  1.324
-183.282, 78.856, 1.598,  1.341
-183.272, 78.831, 1.601,  1.358
-183.262, 78.806, 1.604,  1.375
-183.252, 78.781, 1.606,  1.392
-183.243, 78.756, 1.608,  1.409
-183.233, 78.730, 1.611,  1.426
-183.223, 78.705, 1.613,  1.443
-183.213, 78.680, 1.616,  1.460
-183.203, 78.655, 1.618,  1.477
-183.194, 78.630, 1.621,  1.494
-183.184, 78.604, 1.623,  1.511
-183.174, 78.579, 1.626,  1.528
-183.164, 78.553, 1.629,  1.545
-183.154, 78.528, 1.631,  1.562
-183.144, 78.503, 1.633,  1.579
-183.134, 78.477, 1.636,  1.596
-183.124, 78.452, 1.638,  1.613
-183.114, 78.426, 1.641,  1.630
-183.104, 78.400, 1.644,  1.647
-183.094, 78.375, 1.646,  1.664
-183.084, 78.349, 1.649,  1.681
-183.074, 78.323, 1.651,  1.698
-183.064, 78.298, 1.654,  1.715
-183.054, 78.272, 1.656,  1.732
-183.044, 78.246, 1.658,  1.749
-183.034, 78.220, 1.661,  1.766
-183.024, 78.194, 1.664,  1.783
-183.014, 78.168, 1.666,  1.800
-183.004, 78.142, 1.669,  1.817
-182.994, 78.116, 1.671,  1.834
-182.984, 78.090, 1.674,  1.851
-182.974, 78.064, 1.677,  1.868
-182.964, 78.038, 1.679,  1.885
-182.954, 78.012, 1.682,  1.902
-182.944, 77.985, 1.684,  1.919
-182.934, 77.959, 1.687,  1.936
-182.923, 77.933, 1.689,  1.953
-182.913, 77.906, 1.692,  1.970
-182.903, 77.880, 1.694,  1.987
-182.893, 77.853, 1.697,  2.004
-182.883, 77.827, 1.700,  2.021
-182.873, 77.800, 1.702,  2.038
-182.863, 77.774, 1.705,  2.055
-182.853, 77.747, 1.707,  2.072
-182.843, 77.720, 1.710,  2.089
-182.833, 77.694, 1.713,  2.106
-182.823, 77.667, 1.715,  2.123
-182.813, 77.640, 1.718,  2.140
-182.803, 77.613, 1.720,  2.157
-182.793, 77.586, 1.723,  2.174
-182.783, 77.559, 1.726,  2.191
-182.773, 77.532, 1.728,  2.208
-182.763, 77.505, 1.731,  2.225
-182.753, 77.478, 1.734,  2.242
-182.743, 77.451, 1.737,  2.259
-182.733, 77.424, 1.739,  2.276
-182.723, 77.396, 1.742,  2.293
-182.713, 77.369, 1.744,  2.310
-182.703, 77.342, 1.747,  2.327
-182.694, 77.314, 1.749,  2.344
-182.684, 77.287, 1.752,  2.361
-182.674, 77.259, 1.755,  2.378
-182.664, 77.232, 1.758,  2.395
-182.654, 77.204, 1.760,  2.412
-182.644, 77.176, 1.763,  2.429
-182.635, 77.148, 1.766,  2.446
-182.625, 77.121, 1.769,  2.463
-182.615, 77.093, 1.771,  2.480
-182.605, 77.065, 1.774,  2.497
-182.596, 77.037, 1.777,  2.514
-182.586, 77.009, 1.779,  2.531
-182.576, 76.981, 1.782,  2.548
-182.566, 76.953, 1.785,  2.565
-182.557, 76.924, 1.788,  2.582
-182.547, 76.896, 1.790,  2.599
-182.538, 76.868, 1.793,  2.616
-182.528, 76.840, 1.796,  2.633
-182.519, 76.811, 1.799,  2.650
-182.509, 76.783, 1.802,  2.667
-182.500, 76.754, 1.804,  2.684
-182.490, 76.726, 1.807,  2.701
-182.481, 76.697, 1.810,  2.718
-182.471, 76.668, 1.813,  2.735
-182.462, 76.639, 1.816,  2.752
-182.452, 76.611, 1.819,  2.769
-182.443, 76.582, 1.821,  2.786
-182.434, 76.553, 1.824,  2.803
-182.424, 76.524, 1.827,  2.820
-182.415, 76.495, 1.829,  2.837
-182.406, 76.466, 1.832,  2.854
-182.397, 76.436, 1.835,  2.871
-182.388, 76.407, 1.838,  2.888
-182.378, 76.378, 1.841,  2.905
-182.369, 76.348, 1.844,  2.922
-182.360, 76.319, 1.847,  2.939
-182.351, 76.290, 1.850,  2.956
-182.342, 76.260, 1.852,  2.973
-182.333, 76.230, 1.855,  2.990
-182.324, 76.201, 1.858,  3.007
-182.315, 76.171, 1.861,  3.024
-182.306, 76.141, 1.864,  3.041
-182.297, 76.111, 1.867,  3.058
-182.288, 76.082, 1.870,  3.075
-182.280, 76.052, 1.873,  3.092
-182.271, 76.022, 1.876,  3.109
-182.262, 75.992, 1.879,  3.126
-182.253, 75.961, 1.881,  3.143
-182.245, 75.931, 1.884,  3.160
-182.236, 75.901, 1.887,  3.177
-182.227, 75.871, 1.890,  3.194
-182.219, 75.840, 1.893,  3.211
-182.210, 75.810, 1.896,  3.228
-182.202, 75.779, 1.900,  3.245
-182.193, 75.749, 1.903,  3.262
-182.185, 75.718, 1.906,  3.279
-182.176, 75.687, 1.909,  3.296
-182.168, 75.656, 1.912,  3.313
-182.160, 75.626, 1.915,  3.330
-182.151, 75.595, 1.918,  3.347
-182.143, 75.564, 1.921,  3.364
-182.135, 75.533, 1.924,  3.381
-182.127, 75.502, 1.926,  3.398
-182.119, 75.471, 1.930,  3.415
-182.111, 75.439, 1.933,  3.432
-182.102, 75.408, 1.936,  3.449
-182.094, 75.377, 1.939,  3.466
-182.086, 75.345, 1.942,  3.483
-182.078, 75.314, 1.945,  3.500
-182.071, 75.282, 1.948,  3.517
-182.063, 75.251, 1.952,  3.534
-182.055, 75.219, 1.955,  3.551
-182.047, 75.187, 1.958,  3.568
-182.039, 75.156, 1.960,  3.585
-182.032, 75.124, 1.964,  3.602
-182.024, 75.092, 1.967,  3.619
-182.016, 75.060, 1.970,  3.636
-182.009, 75.028, 1.973,  3.653
-182.001, 74.996, 1.976,  3.670
-181.993, 74.964, 1.979,  3.687
-181.986, 74.931, 1.983,  3.704
-181.979, 74.899, 1.986,  3.721
-181.971, 74.867, 1.989,  3.738
-181.964, 74.834, 1.992,  3.755
-181.957, 74.802, 1.995,  3.772
-181.949, 74.769, 1.999,  3.789
-181.942, 74.737, 2.002,  3.806
-181.935, 74.704, 2.005,  3.823
-181.928, 74.671, 2.008,  3.840
-181.921, 74.638, 2.011,  3.857
-181.914, 74.605, 2.015,  3.874
-181.906, 74.572, 2.018,  3.891
-181.900, 74.539, 2.021,  3.908
-181.893, 74.506, 2.024,  3.925
-181.886, 74.473, 2.027,  3.942
-181.879, 74.440, 2.030,  3.959
-181.872, 74.407, 2.034,  3.976
-181.865, 74.373, 2.037,  3.993
-181.859, 74.340, 2.041,  4.010
-181.852, 74.307, 2.044,  4.027
-181.845, 74.273, 2.047,  4.044
-181.839, 74.239, 2.050,  4.061
-181.832, 74.206, 2.054,  4.078
-181.826, 74.172, 2.057,  4.095
-181.819, 74.138, 2.060,  4.112
-181.813, 74.104, 2.063,  4.129
-181.806, 74.071, 2.067,  4.146
-181.800, 74.037, 2.070,  4.163
-181.794, 74.003, 2.074,  4.180
-181.788, 73.968, 2.077,  4.197
-181.781, 73.934, 2.081,  4.214
-181.775, 73.900, 2.084,  4.231
-181.769, 73.866, 2.087,  4.248
-181.763, 73.831, 2.090,  4.265
-181.757, 73.797, 2.094,  4.282
-181.751, 73.762, 2.097,  4.299
-181.745, 73.728, 2.101,  4.316
-181.739, 73.693, 2.104,  4.333
-181.733, 73.658, 2.108,  4.350
-181.728, 73.624, 2.111,  4.367
-181.722, 73.589, 2.114,  4.384
-181.716, 73.554, 2.118,  4.401
-181.710, 73.519, 2.121,  4.418
-181.705, 73.484, 2.125,  4.435
-181.699, 73.449, 2.128,  4.452
-181.694, 73.414, 2.132,  4.469
-181.688, 73.379, 2.135,  4.486
-181.683, 73.343, 2.138,  4.503
-181.677, 73.308, 2.142,  4.520
-181.672, 73.273, 2.145,  4.537
-181.667, 73.237, 2.149,  4.554
-181.661, 73.201, 2.152,  4.571
-181.656, 73.166, 2.156,  4.588
-181.651, 73.130, 2.159,  4.605
-181.646, 73.094, 2.163,  4.622
-181.641, 73.059, 2.166,  4.639
-181.636, 73.023, 2.170,  4.656
-181.631, 72.987, 2.173,  4.673
-181.626, 72.951, 2.177,  4.690
-181.621, 72.915, 2.180,  4.707
-181.616, 72.879, 2.184,  4.724
-181.611, 72.842, 2.187,  4.741
-181.606, 72.806, 2.191,  4.758
-181.602, 72.770, 2.195,  4.775
-181.597, 72.733, 2.198,  4.792
-181.592, 72.697, 2.202,  4.809
-181.588, 72.660, 2.205,  4.826
-181.583, 72.624, 2.208,  4.843
-181.579, 72.587, 2.212,  4.860
-181.574, 72.551, 2.216,  4.877
-181.570, 72.514, 2.220,  4.894
-181.565, 72.477, 2.223,  4.911
-181.561, 72.440, 2.227,  4.928
-181.557, 72.403, 2.230,  4.945
-181.552, 72.366, 2.234,  4.962
-181.548, 72.329, 2.238,  4.979
-181.544, 72.292, 2.242,  4.996
-181.540, 72.254, 2.245,  5.013
-181.536, 72.217, 2.249,  5.030
-181.532, 72.180, 2.253,  5.047
-181.528, 72.142, 2.256,  5.064
-181.524, 72.105, 2.260,  5.081
-181.520, 72.067, 2.264,  5.098
-181.516, 72.030, 2.267,  5.115
-181.512, 71.992, 2.271,  5.132
-181.508, 71.954, 2.274,  5.149
-181.505, 71.916, 2.278,  5.166
-181.501, 71.878, 2.282,  5.183
-181.497, 71.840, 2.285,  5.200
-181.493, 71.802, 2.289,  5.217
-181.490, 71.764, 2.293,  5.234
-181.486, 71.726, 2.297,  5.251
-181.483, 71.688, 2.301,  5.268
-181.479, 71.650, 2.304,  5.285
-181.476, 71.611, 2.308,  5.302
-181.472, 71.573, 2.311,  5.319
-181.469, 71.534, 2.315,  5.336
-181.466, 71.496, 2.319,  5.353
-181.462, 71.457, 2.323,  5.370
-181.459, 71.418, 2.327,  5.387
-181.456, 71.380, 2.331,  5.404
-181.453, 71.341, 2.335,  5.421
-181.450, 71.302, 2.339,  5.438
-181.447, 71.263, 2.342,  5.455
-181.444, 71.224, 2.346,  5.472
-181.441, 71.185, 2.349,  5.489
-181.438, 71.146, 2.353,  5.506
-181.435, 71.106, 2.357,  5.523
-181.432, 71.067, 2.361,  5.540
-181.429, 71.028, 2.365,  5.557
-181.426, 70.988, 2.369,  5.574
-181.423, 70.949, 2.373,  5.591
-181.420, 70.909, 2.377,  5.608
-181.418, 70.870, 2.381,  5.625
-181.415, 70.830, 2.385,  5.642
-181.412, 70.790, 2.388,  5.659
-181.410, 70.750, 2.393,  5.676
-181.407, 70.711, 2.396,  5.693
-181.405, 70.671, 2.400,  5.710
-181.402, 70.631, 2.404,  5.727
-181.400, 70.590, 2.408,  5.744
-181.397, 70.550, 2.412,  5.761
-181.395, 70.510, 2.416,  5.778
-181.392, 70.470, 2.420,  5.795
-181.390, 70.429, 2.424,  5.812
-181.388, 70.389, 2.427,  5.829
-181.386, 70.349, 2.432,  5.846
-181.383, 70.308, 2.435,  5.863
-181.381, 70.267, 2.440,  5.880
-181.379, 70.227, 2.444,  5.897
-181.377, 70.186, 2.448,  5.914
-181.375, 70.145, 2.452,  5.931
-181.373, 70.104, 2.456,  5.948
-181.371, 70.063, 2.460,  5.965
-181.369, 70.022, 2.464,  5.982
-181.367, 69.981, 2.467,  5.999
-181.365, 69.940, 2.472,  6.016
-181.363, 69.899, 2.476,  6.033
-181.361, 69.857, 2.480,  6.050
-181.359, 69.816, 2.484,  6.067
-181.357, 69.774, 2.488,  6.084
-181.356, 69.733, 2.492,  6.101
-181.354, 69.691, 2.496,  6.118
-181.352, 69.650, 2.500,  6.135
-181.350, 69.608, 2.505,  6.152
-181.349, 69.566, 2.509,  6.169
-181.347, 69.524, 2.513,  6.186
-181.345, 69.482, 2.516,  6.203
-181.344, 69.440, 2.521,  6.220
-181.342, 69.398, 2.525,  6.237
-181.341, 69.356, 2.529,  6.254
-181.339, 69.314, 2.532,  6.271
-181.338, 69.271, 2.537,  6.288
-181.336, 69.229, 2.541,  6.305
-181.335, 69.187, 2.546,  6.322
-181.334, 69.144, 2.550,  6.339
-181.332, 69.102, 2.554,  6.356
-181.331, 69.059, 2.558,  6.373
-181.330, 69.016, 2.562,  6.390
-181.328, 68.974, 2.566,  6.407
-181.327, 68.931, 2.571,  6.424
-181.326, 68.888, 2.574,  6.441
-181.325, 68.845, 2.579,  6.458
-181.324, 68.802, 2.583,  6.475
-181.322, 68.759, 2.587,  6.492
-181.321, 68.715, 2.592,  6.509
-181.320, 68.672, 2.596,  6.526
-181.319, 68.629, 2.600,  6.543
-181.318, 68.585, 2.604,  6.560
-181.317, 68.542, 2.609,  6.577
-181.316, 68.498, 2.613,  6.594
-181.315, 68.455, 2.617,  6.611
-181.314, 68.411, 2.622,  6.628
-181.313, 68.367, 2.626,  6.645
-181.312, 68.323, 2.631,  6.662
-181.311, 68.279, 2.635,  6.679
-181.311, 68.235, 2.639,  6.696
-181.310, 68.191, 2.643,  6.713
-181.309, 68.147, 2.647,  6.730
-181.308, 68.103, 2.652,  6.747
-181.307, 68.059, 2.656,  6.764
-181.307, 68.014, 2.661,  6.781
-181.306, 67.970, 2.665,  6.798
-181.305, 67.926, 2.669,  6.815
-181.304, 67.881, 2.673,  6.832
-181.304, 67.836, 2.678,  6.849
-181.303, 67.792, 2.682,  6.866
-181.303, 67.747, 2.686,  6.883
-181.302, 67.702, 2.691,  6.900
-181.301, 67.657, 2.695,  6.917
-181.301, 67.612, 2.700,  6.934
-181.300, 67.567, 2.704,  6.951
-181.300, 67.522, 2.708,  6.968
-181.299, 67.477, 2.713,  6.985
-181.299, 67.431, 2.718,  7.002
-181.298, 67.386, 2.722,  7.019
-181.298, 67.340, 2.727,  7.036
-181.297, 67.295, 2.731,  7.053
-181.297, 67.249, 2.735,  7.070
-181.297, 67.204, 2.740,  7.087
-181.296, 67.158, 2.744,  7.104
-181.296, 67.112, 2.749,  7.121
-181.295, 67.066, 2.753,  7.138
-181.295, 67.020, 2.758,  7.155
-181.295, 66.974, 2.762,  7.172
-181.295, 66.928, 2.767,  7.189
-181.294, 66.882, 2.771,  7.206
-181.294, 66.836, 2.776,  7.223
-181.294, 66.789, 2.781,  7.240
-181.293, 66.743, 2.785,  7.257
-181.293, 66.696, 2.790,  7.274
-181.293, 66.650, 2.794,  7.291
-181.293, 66.603, 2.799,  7.308
-181.293, 66.556, 2.803,  7.325
-181.293, 66.510, 2.808,  7.342
-181.292, 66.463, 2.812,  7.359
-181.292, 66.416, 2.817,  7.376
-181.292, 66.369, 2.822,  7.393
-181.292, 66.322, 2.827,  7.410
-181.292, 66.274, 2.831,  7.427
-181.292, 66.227, 2.836,  7.444
-181.292, 66.180, 2.840,  7.461
-181.292, 66.132, 2.845,  7.478
-181.292, 66.085, 2.850,  7.495
-181.292, 66.037, 2.854,  7.512
-181.292, 65.990, 2.859,  7.529
-181.292, 65.942, 2.864,  7.546
-181.292, 65.894, 2.869,  7.563
-181.292, 65.846, 2.873,  7.580
-181.292, 65.798, 2.878,  7.597
-181.292, 65.750, 2.883,  7.614
-181.292, 65.702, 2.888,  7.631
-181.292, 65.654, 2.892,  7.648
-181.292, 65.605, 2.897,  7.665
-181.292, 65.557, 2.901,  7.682
-181.292, 65.509, 2.906,  7.699
-181.292, 65.460, 2.911,  7.716
-181.292, 65.412, 2.916,  7.733
-181.293, 65.363, 2.921,  7.750
-181.293, 65.314, 2.926,  7.767
-181.293, 65.265, 2.930,  7.784
-181.293, 65.216, 2.935,  7.801
-181.293, 65.167, 2.940,  7.818
-181.293, 65.118, 2.945,  7.835
-181.294, 65.069, 2.949,  7.852
-181.294, 65.020, 2.954,  7.869
-181.294, 64.971, 2.959,  7.886
-181.294, 64.921, 2.964,  7.903
-181.294, 64.872, 2.969,  7.920
-181.295, 64.822, 2.974,  7.937
-181.295, 64.772, 2.979,  7.954
-181.295, 64.723, 2.984,  7.971
-181.295, 64.673, 2.989,  7.988
-181.296, 64.623, 2.993,  8.005
-181.296, 64.573, 2.998,  8.022
-181.296, 64.523, 3.003,  8.039
-181.296, 64.473, 3.008,  8.056
-181.297, 64.423, 3.013,  8.073
-181.297, 64.372, 3.018,  8.090
-181.297, 64.322, 3.023,  8.107
-181.298, 64.271, 3.028,  8.124
-181.298, 64.221, 3.033,  8.141
-181.298, 64.170, 3.038,  8.158
-181.299, 64.120, 3.043,  8.175
-181.299, 64.069, 3.048,  8.192
-181.299, 64.018, 3.053,  8.209
-181.300, 63.967, 3.057,  8.226
-181.300, 63.916, 3.062,  8.243
-181.300, 63.865, 3.068,  8.260
-181.301, 63.813, 3.073,  8.277
-181.301, 63.762, 3.078,  8.294
-181.302, 63.711, 3.083,  8.311
-181.302, 63.659, 3.088,  8.328
-181.302, 63.608, 3.093,  8.345
-181.303, 63.556, 3.098,  8.362
-181.303, 63.504, 3.103,  8.379
-181.304, 63.453, 3.109,  8.396
-181.304, 63.401, 3.114,  8.413
-181.304, 63.349, 3.118,  8.430
-181.305, 63.297, 3.123,  8.447
-181.305, 63.245, 3.129,  8.464
-181.306, 63.192, 3.134,  8.481
-181.306, 63.140, 3.139,  8.498
-181.306, 63.088, 3.145,  8.515
-181.307, 63.035, 3.150,  8.532
-181.307, 62.982, 3.154,  8.549
-181.308, 62.930, 3.160,  8.566
-181.308, 62.877, 3.165,  8.583
-181.309, 62.824, 3.170,  8.600
-181.309, 62.771, 3.175,  8.617
-181.310, 62.718, 3.180,  8.634
-181.310, 62.665, 3.186,  8.651
-181.310, 62.612, 3.191,  8.668
-181.311, 62.559, 3.196,  8.685
-181.311, 62.505, 3.201,  8.702
-181.312, 62.452, 3.206,  8.719
